Nombre Asignatura;Nota 1er Corte;Nota 2do Corte;Nota 3er Corte;Nota 4to Corte;Nota 5to Corte
ESCRITURA DE ENSAYOS DE OPINIÓN;4;4.8;5;;
ESCRITURA DE ENSAYOS DE OPINIÓN;5;3.8;5;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4;3.2;4;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.8;2.9;2.8;;
ESCRITURA DE ENSAYOS DE OPINIÓN;3.9;3.1;3.7;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.8;3.1;3.7;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4;4.3;4.9;;
ESCRITURA DE ENSAYOS DE OPINIÓN;5;3.6;3.8;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.9;5;3.6;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.3;4.1;4.6;;
ESCRITURA DE ENSAYOS DE OPINIÓN;5;4.3;5;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.6;2.9;4;;
ESCRITURA DE ENSAYOS DE OPINIÓN;5;3.2;2.6;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.7;3.1;1.5;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.1;5;4.6;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4;4.5;4.6;;
ESCRITURA DE ENSAYOS DE OPINIÓN;3.7;4.5;4.2;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4;4;5;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4;4.5;4.5;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.1;4;4.1;;
ESCRITURA DE ENSAYOS DE OPINIÓN;3.8;4.5;4;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.4;5;4.5;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.1;5;4.3;;
ESCRITURA DE ENSAYOS DE OPINIÓN;3.9;4.5;4.6;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.6;4.5;4.5;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.7;4.5;4.4;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.3;4.5;4.6;;
ESCRITURA DE ENSAYOS DE OPINIÓN;3.9;4.5;3.7;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.2;4.5;4;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.5;4.5;4.5;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.4;4.5;4.3;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.7;4.5;4.2;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.3;4.5;4.7;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.8;4.5;4.7;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.2;4.5;5;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.2;4.5;4.1;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.6;4.5;5;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.4;4.5;5;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.4;4.5;4.7;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.6;4.5;5;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.4;4.5;4;;
ESTADÍSTICA;3.9;3.8;3.1;4.1;4.2
ESTADÍSTICA;3.1;3.4;2.4;1.2;0.8
ESTADÍSTICA;3.8;3.4;3.1;3.1;3.2
ESTADÍSTICA;3.3;4.5;3.8;4.2;4.3
ESTADÍSTICA;4.4;4;2.9;4.4;4.3
ESTADÍSTICA;3.8;5;4.8;4.8;4.4
ESTADÍSTICA;4.2;3.7;2.8;4.5;4.4
ESTADÍSTICA;3.8;4.6;4;4.6;4.2
ESTADÍSTICA;3.8;2.7;3.6;4.4;4.6
ESTADÍSTICA;5;3.9;4.6;4.2;4.2
ESTADÍSTICA;4.5;2;3.4;4.8;4.4
ESTADÍSTICA;3.2;2.3;3.8;4.6;4.7
ESTADÍSTICA;3.8;3.2;3.1;4.2;3.9
ESTADÍSTICA;2.3;2.9;2.9;4.2;3.9
ESTADÍSTICA;4.5;2.7;2.4;4.8;4.4
ESTADÍSTICA;4;1.9;4.1;3.8;4.7
ESTADÍSTICA;4.8;3.4;3.6;4.7;4.3
ESTADÍSTICA;3.2;2.3;3.4;4.3;4.3
ESTADÍSTICA;4.4;4;3.6;4.4;4.6
ESTADÍSTICA;2.7;3.5;4.2;4.5;4.6
ESTADÍSTICA;4.8;4.5;3;4.1;4.7
ESTADÍSTICA;4.5;3.5;2.6;4.1;4.5
ESTADÍSTICA;4.8;5;4.6;4.9;4.7
ESTADÍSTICA;4.3;4.5;4.6;4.9;4.6
ESTADÍSTICA;5;4.8;4.6;4.9;4.7
ESTADÍSTICA;2.6;3;2.1;3.9;3.7
ESTADÍSTICA;4.3;3.5;3.9;4.2;4.5
ÉTICA;4.6;4.8;4.4;;
ÉTICA;3.8;4.8;4.4;;
ÉTICA;4.2;4.8;5;;
ÉTICA;4.1;4.8;5;;
ÉTICA;3.6;5;5;;
ÉTICA;4;4.8;4.4;;
ÉTICA;4.3;5;5;;
ÉTICA;4.6;4.8;5;;
ÉTICA;3.7;4.8;4.4;;
ÉTICA;4.5;5;5;;
ÉTICA;4.4;4.8;5;;
ÉTICA;4;5;4.4;;
ÉTICA;4.7;4.8;5;;
ÉTICA;4.8;5;4.7;;
ÉTICA;4.6;5;4.7;;
ÉTICA;3.1;3.6;3.5;;
ÉTICA;3.6;2;0;;
ÉTICA;2.9;4;3.6;;
ÉTICA;4.7;4;4.7;;
ÉTICA;4;5;4.7;;
ÉTICA;4.4;4.6;4.1;;
ÉTICA;4.2;5;4.7;;
ÉTICA;4.5;5;4.1;;
ÉTICA;4.4;5;4.7;;
ÉTICA;3.3;3.7;4.1;;
ÉTICA;4;2.8;3.9;;
ÉTICA;3;4;4.7;;
ÉTICA;4.9;5;4.7;;
ÉTICA;4.6;5;4.7;;
ÉTICA;3.3;4.3;4.3;;
ÉTICA;4.1;3.4;3.5;;
ÉTICA;3.6;5;4.1;;
ÉTICA;3.1;3.8;4.4;;
ÉTICA;3;5;4.7;;
ÉTICA;4.2;3.6;3.6;;
ÉTICA;2.9;4;5;;
ÉTICA;4;5;4.7;;
ÉTICA;3;3.8;3.6;;
ÉTICA;2.8;4;4.7;;
ÉTICA;4;5;5;;
ÉTICA;3.4;2.1;3.2;;
ÉTICA;3.7;2.7;3.6;;
ÉTICA;4.6;5;3.7;;
ÉTICA;3.3;0;0.4;;
ÉTICA;3.4;4.3;4.6;;
ÉTICA;4.9;5;4.7;;
ÉTICA;4;3.2;3.6;;
ÉTICA;5;4.1;4.3;;
ÉTICA;2.5;2.8;4;;
ÉTICA;5;3.1;4.3;;
ÉTICA;3;4.1;4.5;;
ÉTICA;5;3.3;4.5;;
ÉTICA;3.5;4.5;4.5;;
ÉTICA;3;3.3;4.6;;
ÉTICA;3;3.6;4.5;;
ÉTICA;5;3;4.3;;
ÉTICA;3.5;3.7;4.5;;
ÉTICA;1;3;4.6;;
ÉTICA;3.5;3;3.6;;
ÉTICA;4.7;4.4;4.7;;
ÉTICA;4.8;5;4.8;;
ÉTICA;4.1;4.1;4.2;;
ÉTICA;4.4;4.4;4.6;;
ÉTICA;4;4.7;4.4;;
ÉTICA;3.9;4.1;4.2;;
ÉTICA;4.1;4;4.6;;
ÉTICA;3.4;5;4.7;;
ÉTICA;4.2;4.1;4.6;;
ÉTICA;1.9;4.1;2.1;;
ÉTICA;3.8;2.5;4;;
ÉTICA;4;5;4.8;;
ÉTICA;4.5;4.4;4.5;;
ÉTICA;4.1;4.2;4.6;;
ÉTICA;4.2;4.1;4.2;;
ÉTICA;4.9;4.9;4.9;;
ÉTICA;4.9;4.9;4.8;;
ÉTICA;4.5;4.8;5;;
ÉTICA;3.9;4.8;4.2;;
ÉTICA;4.4;4;4.3;;
ÉTICA;4.5;4.6;4.2;;
ÉTICA;4.8;4.6;4.5;;
ÉTICA;3.9;4.8;4.2;;
ÉTICA;4.2;4.7;4.9;;
ÉTICA;5;4.7;5;;
ÉTICA;4.9;4.9;4.7;;
ÉTICA;4.8;4.6;4.2;;
ÉTICA;4.3;4.3;4;;
ÉTICA;4.1;4.3;4.5;;
ÉTICA;4.8;4.9;4.8;;
ÉTICA;4.4;4.3;4.5;;
ÉTICA;4.3;3.5;4.8;;
ÉTICA;4.7;3.8;5;;
ÉTICA;3.9;5;4.8;;
ÉTICA;4.4;4;4.6;;
ÉTICA;4.8;4.6;4.5;;
ÉTICA;4.7;4.2;3.6;;
ÉTICA;4.1;4.4;4.6;;
ÉTICA;4.9;4.9;5;;
ÉTICA;4.4;4.8;4.3;;
ÉTICA;4.1;4.6;4.4;;
ÉTICA;4.4;4.4;4.6;;
ÉTICA;5;4.7;3.6;;
ÉTICA;4.4;4.8;4.3;;
ÉTICA;4;4.7;4.7;;
ÉTICA;4.3;4.3;4;;
ÉTICA;0;0;0;;
ÉTICA;4.6;4.8;4.5;;
ÉTICA;5;5;4.8;;
ÉTICA;5;4.9;4.8;;
ÉTICA;4.2;1.6;3.8;;
ÉTICA;4.4;4;4.3;;
ÉTICA;4.1;4;4.6;;
ÉTICA;4.2;3.7;3.2;;
ÉTICA;4.4;4.7;5;;
ÉTICA;5;4.9;3.9;;
ÉTICA;4.9;4.5;4.7;;
ÉTICA;4.4;3.8;5;;
ÉTICA;4.2;3.6;3.8;;
ÉTICA;4;4.8;4.5;;
ÉTICA;4.4;4.4;4.4;;
ÉTICA;4.6;4.4;4.6;;
ÉTICA;4;3.3;5;;
ÉTICA;4.5;4.3;5;;
ÉTICA;4.3;3.6;3.8;;
ÉTICA;4.5;3.8;4.8;;
ÉTICA;4.7;5;5;;
ÉTICA;4.2;4;4.5;;
ÉTICA;4.5;4.6;4.4;;
ÉTICA;4.5;4.1;4;;
ÉTICA;5;3;4.8;;
ÉTICA;4.3;4.6;4.3;;
ÉTICA;4;4.7;5;;
ÉTICA;4.4;4.3;4.4;;
ÉTICA;4.5;4.8;5;;
ÉTICA;4.1;4.5;4.3;;
ÉTICA;4.7;4.5;4.6;;
ÉTICA;4.5;4.6;4.7;;
ÉTICA;4.4;4.6;4.4;;
ÉTICA;4.5;4.6;4.4;;
ÉTICA;4.1;4.6;4.3;;
ÉTICA;4.7;5;5;;
ÉTICA;5;4.9;4.5;;
ÉTICA;4.5;4.5;4.5;;
ÉTICA;4.4;4.4;4.3;;
ÉTICA;4.6;4.4;3.9;;
ÉTICA;4.1;4.6;4.6;;
ÉTICA;4.4;4;4;;
ÉTICA;4.1;4.6;4.3;;
ÉTICA;4.5;4.7;5;;
ÉTICA;4;4.3;3.8;;
ÉTICA;4.6;4.4;4.3;;
ÉTICA;4.4;2.7;4;;
ÉTICA;4.5;4.2;3.8;;
ÉTICA;3.7;5;5;;
ÉTICA;3.8;4.8;5;;
ÉTICA;4.1;4.6;4.2;;
ÉTICA;5;5;5;;
ÉTICA;4.5;4.9;4.8;;
ÉTICA;3.7;5;5;;
ÉTICA;4.2;4.2;4.3;;
ÉTICA;4.5;4.6;4.4;;
ÉTICA;4.8;5;5;;
ÉTICA;5;4.8;5;;
ÉTICA;3.8;0;5;;
ÉTICA;4.4;4.3;4;;
FOTOGRAFÍA DOCUMENTAL;5;4.4;3.9;;
FOTOGRAFÍA DOCUMENTAL;2.2;3.3;4.4;;
FOTOGRAFÍA DOCUMENTAL;3;4.4;4.6;;
FOTOGRAFÍA DOCUMENTAL;4.9;4.7;5;;
FOTOGRAFÍA Y SOCIEDAD;2.8;5;4.7;;
FOTOGRAFÍA Y SOCIEDAD;3.8;5;4;;
FOTOGRAFÍA: ALL ACCESS;5;4.7;5;;
FOTOGRAFÍA: ALL ACCESS;5;5;5;;
FRANCÉS I;4.3;4.2;3.9;;
FRANCÉS I;3.4;0;1.2;;
FRANCÉS I;3.6;4;3;;
GEOMETRÍA COMPUTACIONAL Y DIFERENCIAL 1;4.5;4.5;4.5;4.5;4.5
GEOMETRÍA COMPUTACIONAL Y DIFERENCIAL 1;4.6;4.6;4.6;4.6;4.6
GEOMETRÍA COMPUTACIONAL Y DIFERENCIAL 1;4.4;4.4;4.4;4.4;4.4
GEOMETRÍA COMPUTACIONAL Y DIFERENCIAL 1;4.1;4.1;4.1;4.1;4.1
GEOMETRÍA COMPUTACIONAL Y DIFERENCIAL 1;4.5;4.5;4.5;4.5;4.5
GUERRA Y PAZ EN COLOMBIA DESDE LA SEGUNDA MITAD DEL SIGLO XX;4.8;4.2;3;;
HISTORIA DE LA FOTOGRAFÍA: DEL CLAROSCURO A LA IMAGEN-MOVIMIENTO;4.2;4.2;4;;
HISTORIA DEL ROCK A TRAVÉS DEL CINE;4.7;4.8;4.8;;
HISTORIA DEL ROCK A TRAVÉS DEL CINE;2.9;4.6;4.4;;
HISTORIA Y APRECIACIÓN DE LAS MÚSICAS EN EL MUNDO;4;5;5;;
HISTORIA Y TEORÍA DE LA GUERRA;3.2;3.5;4.6;;
IDENTIFICACIÓN DE OPORTUNIDADES PARA EMPRENDER;4.7;4.4;4.7;;
IDENTIFICACIÓN DE OPORTUNIDADES PARA EMPRENDER;4.8;4.5;4.8;;
IDENTIFICACIÓN DE OPORTUNIDADES PARA EMPRENDER;4.8;4.5;4.8;;
IDENTIFICACIÓN DE OPORTUNIDADES PARA EMPRENDER;3.4;5;5;;
IDENTIFICACIÓN DE OPORTUNIDADES PARA EMPRENDER;4.8;5;5;;
INTELIGENCIA EMOCIONAL;4.6;4;4.4;;
INTELIGENCIA EMOCIONAL;4.8;4.5;4.8;;
INTRODUCCIÓN A LA CIENCIA ECONOMICA;4.2;4.2;4.7;;
INTRODUCCIÓN A LA CIENCIA ECONOMICA;3.6;3.4;3.1;;
INTRODUCCIÓN A LA CIENCIA ECONOMICA;3.6;3.1;4.4;;
INTRODUCCIÓN A LA CIENCIA ECONOMICA;4;4.3;2.5;;
INTRODUCCIÓN A LA CIENCIA ECONOMICA;4;4.3;2.5;;
INTRODUCCIÓN A LA CIENCIA ECONOMICA;4.7;3.8;3.7;;
INTRODUCCIÓN A LA REVOLUCIÓN 4.0;4.4;4.6;4.5;4.8;4.8
INTRODUCCIÓN A LA REVOLUCIÓN 4.0;5;4.8;4.9;4.8;4.8
INTRODUCCIÓN A LA REVOLUCIÓN 4.0;4.7;5;4.6;5;4.8
INTRODUCCIÓN A LA REVOLUCIÓN 4.0;4.4;5;4.4;5;4.8
INTRODUCCIÓN A LA REVOLUCIÓN 4.0;4.4;4.4;4.2;5;4.8
INTRODUCCIÓN A LA REVOLUCIÓN 4.0;4.1;4.8;5;4.5;4.8
INTRODUCCIÓN A LA REVOLUCIÓN 4.0;4.5;4.9;4.8;5;5
INTRODUCCIÓN AL BUDISMO;4.4;4.6;4.5;;
INTRODUCCIÓN AL PERIODISMO;3;3.5;4;;
JAPONES PRIMER NIVEL;5;4.6;3.7;;
JAPONES PRIMER NIVEL;5;5;4.3;;
JAPONES PRIMER NIVEL;5;3.6;2.7;;
JAPONES PRIMER NIVEL;5;4.7;4.7;;
JAPONES PRIMER NIVEL;5;4.7;5;;
LA CIENCIA DE LA FELICIDAD;3.5;3.6;2.6;;
LA PINTURA:EXPERIENCIAS ESTÉTICAS A TRAVÉS DEL COLOR;4.4;4.9;5;;
LA PINTURA:EXPERIENCIAS ESTÉTICAS A TRAVÉS DEL COLOR;4.7;4.7;4.6;;
LA PINTURA:EXPERIENCIAS ESTÉTICAS A TRAVÉS DEL COLOR;4.8;4.9;4.9;;
LA PINTURA:EXPERIENCIAS ESTÉTICAS A TRAVÉS DEL COLOR;4.8;4.9;4.9;;
LA RELIGIÓN EN EL CINE;4.5;4.5;4.6;;
LA RELIGIÓN EN EL CINE;4.5;4.5;4.6;;
LA RELIGIÓN EN EL CINE;4.5;4;5;;
LA RELIGIÓN EN EL CINE;4.5;5;4.6;;
LIDERAZGO CIUDADANO Y TRANSFORMACIÓN SOCIAL;5;5;5;;
LIDERAZGO CIUDADANO Y TRANSFORMACIÓN SOCIAL;4.5;4.3;5;;
LIDERAZGO CIUDADANO Y TRANSFORMACIÓN SOCIAL;5;5;5;;
LIDERAZGO CIUDADANO Y TRANSFORMACIÓN SOCIAL;4;4.5;5;;
LIDERAZGO CIUDADANO Y TRANSFORMACIÓN SOCIAL;5;5;5;;
LO ANIMAL Y LO HUMANO: UNA HISTORIA DE ANIMALES;5;5;5;;
LO BELLO VS. LO FEO;4.2;4.1;4.6;;
LO BELLO VS. LO FEO;4.8;4.5;4.6;;
LO HUMANO EN TIEMPOS DEL APOCALIPSIS ZOMBI;4;4.7;4.9;;
LÓGICA E.C.H.;3.6;3.1;1.8;;
LÓGICA Y MATEMÁTICAS DISCRETAS;3.1;2.4;4.2;2.3;2.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.2;4.1;3.3;4.1;3.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;1;0;0;0;0
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;1.5;3.2;3.6;3.3;2.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;5;4.4;4.6;4.9;4.7
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;1.4;3.5;2.8;2.6;2.3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;1;3.5;4.7;3.2;4.4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.2;4.2;4.4;4.5;4.6
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.3;4.9;4.8;4.7;4.4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.6;2.4;2.5;1.7;0.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;5;4.2;4.9;4;4.4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.9;3.9;3.3;4.5;3.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.7;2.6;3.2;3.1;4.4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.2;4.9;4.7;5;4.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.6;4.6;4.2;4.9;4.7
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;1.8;2.1;4.1;3.4;3.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;1.9;2.1;2.3;3.7;1.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;5;5;5;4.9;4.6
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;1.6;1.7;1.7;2.1;1.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.8;2.6;3.8;4.3;3.4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.1;4.5;4.5;3.8;3.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.4;1.6;3.2;3.4;4.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;1.6;1.8;3.7;2.9;3.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;1.7;2.6;3.2;4.4;3.4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.6;1.9;3.2;3.7;3.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.5;4.5;4.2;2.5;2.7
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;1.9;2.8;2.7;2.3;2.6
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.1;3.2;4.4;3.8;2.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;1.3;0.4;0.9;1.5;0
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.4;1.7;2.8;3;2.7
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;0.5;2;2.6;3.2;1
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.4;2.7;2.3;3.8;3.4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;1.5;3.6;3.1;1.5;2.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.9;3.5;3.1;3.4;3.6
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.3;2.4;3.9;2.6;2.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.5;3.1;0;2.2;0
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.1;2.1;3.7;3.3;2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.2;1.8;0;0;0
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.9;4.4;4.3;4.3;3.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;1.6;1.4;2.8;3.5;2.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.1;2.5;3.8;4.1;1.6
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.1;2.7;1.4;3.7;0
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.2;3.8;4.2;4.9;3.6
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.2;0.4;2.9;3.6;2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.5;2.4;1.5;3.8;0.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.2;3.2;2.8;3.6;3.7
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.9;5;4.4;5;4.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.5;2.4;3.4;4.2;1.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.3;4.6;2.7;4.5;2.7
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.3;1.3;2.5;4.2;1.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.9;3.4;2.5;3.4;2.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.2;4.1;3.8;5;2.6
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.4;4.1;4.1;4.6;4.6
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3;3;0;1.3;0
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.2;2.1;3.1;2.3;2.7
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.3;0;0;0.9;0
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.1;1.4;2;3.7;0.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.2;0.9;1.3;2.7;0.1
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4;4.7;3.1;3.1;2.6
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.7;1.7;2.4;4;0.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.7;3.4;3.4;2.6;0.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;1.9;4.2;1.6;4.6;1.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.3;2.5;2.4;1.7;0.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.8;3.7;2.8;4.7;2.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.5;1.7;2.5;4;1
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.9;2.7;1.6;4.7;3.3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.7;2.4;2.2;4.2;3.1
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.5;1;0;0;0
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.9;2.2;2.8;0.6;0.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.5;2.9;2.9;4.5;1.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3;2.4;2.7;0.3;1.7
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.8;4.7;3;3.7;1.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.4;4.3;3.2;4.9;3.4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.7;2;1.4;4.6;3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.1;2.3;1.8;1.1;1.7
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.2;4;3.9;5;4.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.1;4.2;4.3;3.2;1.3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.5;3.3;1.9;3.1;0.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.4;5;4.4;5;3.4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.9;4.2;3.2;1.1;2.4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.5;4.3;3.1;4.2;1.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;1.6;0.4;0.1;0.1;0
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.2;3.8;2.7;4.6;2.3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.8;3.6;3.6;3.6;3.3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.8;3.2;1.6;5;1.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.5;4;3.6;4.9;3.1
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.3;4.3;3.1;3.2;1.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.7;4.3;3.6;2.4;1.4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.8;3;2.8;5;2.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.1;2.7;3.9;5;2.3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.8;4;4.9;3.5;3.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2;0.8;0;1.3;0
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.3;4.3;3.8;5;3.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4;4.5;4.6;2.7;4
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.9;3.1;4.4;3.6;3.7
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.3;4.8;3.3;3.2;0.9
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.1;4.8;4.8;3.1;3.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.5;3.5;3.1;5;2.7
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4.1;5;4.8;5;5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.7;4.6;3.6;3.2;2.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;1.5;1.7;2.1;3.7;3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4;4.3;1.7;3.5;2.5
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.7;3;2.2;5;2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.7;4.4;3.1;4.9;1.2
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;3.5;3.4;2.8;3.1;2.3
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.9;5;3.9;5;1.8
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;4;4.7;2.9;3.6;1.1
LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS;2.6;3.7;3.5;5;1.5
